block,first_page,last_page,offset,ff,ff_pct,zero,zero_pct,unique,entropy,dominant,dominant_count,dominant_pct,mixed_ff00_pct,all_ff,all_zero,abnormal_pages,erased_pages,zero_pages,abnormal,reasons
148,9472,9535,19398656,496,0.37841796875,621,0.473785400390625,256,7.998483813892202,0,621,0.473785400390625,0.852203369140625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
149,9536,9599,19529728,487,0.371551513671875,586,0.44708251953125,256,7.998337909121028,0,586,0.44708251953125,0.818634033203125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
150,9600,9663,19660800,488,0.372314453125,547,0.417327880859375,256,7.998642082590458,28,569,0.434112548828125,0.789642333984375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
151,9664,9727,19791872,499,0.380706787109375,585,0.446319580078125,256,7.998588595800486,0,585,0.446319580078125,0.8270263671875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
152,9728,9791,19922944,520,0.396728515625,631,0.481414794921875,256,7.998330107278053,0,631,0.481414794921875,0.878143310546875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
153,9792,9855,20054016,544,0.4150390625,547,0.417327880859375,256,7.998502449812384,181,599,0.457000732421875,0.832366943359375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
154,9856,9919,20185088,514,0.39215087890625,584,0.445556640625,256,7.998696001673364,0,584,0.445556640625,0.83770751953125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
155,9920,9983,20316160,516,0.3936767578125,527,0.402069091796875,256,7.998423570278662,235,593,0.452423095703125,0.795745849609375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
156,9984,10047,20447232,527,0.402069091796875,575,0.438690185546875,256,7.998664922649199,0,575,0.438690185546875,0.84075927734375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
157,10048,10111,20578304,508,0.3875732421875,557,0.424957275390625,256,7.998846171592521,154,558,0.42572021484375,0.812530517578125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
158,10112,10175,20709376,526,0.40130615234375,577,0.440216064453125,256,7.998521918003943,114,593,0.452423095703125,0.841522216796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
159,10176,10239,20840448,496,0.37841796875,576,0.439453125,256,7.998434881168142,37,583,0.444793701171875,0.81787109375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
160,10240,10303,20971520,504,0.384521484375,584,0.445556640625,256,7.998543434210547,0,584,0.445556640625,0.830078125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
161,10304,10367,21102592,44275,33.779144287109375,558,0.42572021484375,256,6.21468533692948,255,44275,33.779144287109375,34.204864501953125,False,False,64,21,0,True,MANY_ABNORMAL_PAGES
162,10368,10431,21233664,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
163,10432,10495,21364736,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
164,10496,10559,21495808,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
165,10560,10623,21626880,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
166,10624,10687,21757952,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
167,10688,10751,21889024,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
168,10752,10815,22020096,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
169,10816,10879,22151168,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
170,10880,10943,22282240,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
171,10944,11007,22413312,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
172,11008,11071,22544384,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
173,11072,11135,22675456,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
174,11136,11199,22806528,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
175,11200,11263,22937600,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
176,11264,11327,23068672,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
177,11328,11391,23199744,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
178,11392,11455,23330816,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
179,11456,11519,23461888,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
180,11520,11583,23592960,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
181,11584,11647,23724032,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
182,11648,11711,23855104,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
183,11712,11775,23986176,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
184,11776,11839,24117248,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
185,11840,11903,24248320,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
186,11904,11967,24379392,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
187,11968,12031,24510464,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
188,12032,12095,24641536,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
189,12096,12159,24772608,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
190,12160,12223,24903680,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
191,12224,12287,25034752,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
192,12288,12351,25165824,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
193,12352,12415,25296896,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
194,12416,12479,25427968,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
195,12480,12543,25559040,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
196,12544,12607,25690112,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
197,12608,12671,25821184,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
198,12672,12735,25952256,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
199,12736,12799,26083328,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
200,12800,12863,26214400,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
201,12864,12927,26345472,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
202,12928,12991,26476544,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
203,12992,13055,26607616,131072,100.0,0,0.0,1,0.0,255,131072,100.0,100.0,True,False,64,64,0,True,ALL_FF
204,13056,13119,26738688,530,0.40435791015625,768,0.5859375,256,7.998127150828902,0,768,0.5859375,0.99029541015625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
205,13120,13183,26869760,503,0.383758544921875,504,0.384521484375,256,7.998596208542712,210,589,0.449371337890625,0.768280029296875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
206,13184,13247,27000832,501,0.382232666015625,464,0.35400390625,256,7.9985274327415254,69,581,0.443267822265625,0.736236572265625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
207,13248,13311,27131904,535,0.408172607421875,499,0.380706787109375,256,7.998672127119255,236,563,0.429534912109375,0.78887939453125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
208,13312,13375,27262976,524,0.3997802734375,504,0.384521484375,256,7.998535957653764,116,574,0.43792724609375,0.7843017578125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
209,13376,13439,27394048,541,0.412750244140625,552,0.421142578125,256,7.998694820829376,63,577,0.440216064453125,0.833892822265625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
210,13440,13503,27525120,539,0.411224365234375,496,0.37841796875,256,7.998506606232656,105,568,0.433349609375,0.789642333984375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
211,13504,13567,27656192,484,0.3692626953125,520,0.396728515625,256,7.998617189774764,132,575,0.438690185546875,0.7659912109375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
212,13568,13631,27787264,512,0.390625,522,0.39825439453125,256,7.998411978158174,201,582,0.44403076171875,0.78887939453125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
213,13632,13695,27918336,514,0.39215087890625,486,0.37078857421875,256,7.998588195104808,57,590,0.45013427734375,0.762939453125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
214,13696,13759,28049408,510,0.38909912109375,478,0.36468505859375,256,7.998536457626313,193,579,0.441741943359375,0.7537841796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
215,13760,13823,28180480,522,0.39825439453125,509,0.388336181640625,256,7.998704048873635,203,582,0.44403076171875,0.786590576171875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
216,13824,13887,28311552,525,0.400543212890625,461,0.351715087890625,256,7.9988955728226605,125,565,0.431060791015625,0.75225830078125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
217,13888,13951,28442624,507,0.386810302734375,532,0.4058837890625,256,7.998443408483709,78,592,0.45166015625,0.792694091796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
218,13952,14015,28573696,491,0.374603271484375,505,0.385284423828125,256,7.9984150467357855,233,570,0.43487548828125,0.7598876953125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
219,14016,14079,28704768,517,0.394439697265625,500,0.3814697265625,256,7.998594084406241,59,569,0.434112548828125,0.775909423828125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
220,14080,14143,28835840,490,0.37384033203125,499,0.380706787109375,256,7.998496542239685,116,579,0.441741943359375,0.754547119140625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
221,14144,14207,28966912,529,0.403594970703125,488,0.372314453125,256,7.9985943421606365,151,571,0.435638427734375,0.775909423828125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
222,14208,14271,29097984,540,0.4119873046875,518,0.39520263671875,256,7.998421965124077,143,576,0.439453125,0.80718994140625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
223,14272,14335,29229056,504,0.384521484375,519,0.395965576171875,256,7.998593651173376,128,573,0.437164306640625,0.780487060546875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
224,14336,14399,29360128,510,0.38909912109375,505,0.385284423828125,256,7.998559179915543,59,581,0.443267822265625,0.774383544921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
225,14400,14463,29491200,521,0.397491455078125,494,0.37689208984375,256,7.998541038541158,229,582,0.44403076171875,0.774383544921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
226,14464,14527,29622272,484,0.3692626953125,542,0.41351318359375,256,7.998463981136368,232,568,0.433349609375,0.78277587890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
227,14528,14591,29753344,499,0.380706787109375,473,0.360870361328125,256,7.998638033958042,216,570,0.43487548828125,0.7415771484375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
228,14592,14655,29884416,535,0.408172607421875,520,0.396728515625,256,7.998594335669654,167,579,0.441741943359375,0.804901123046875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
229,14656,14719,30015488,482,0.36773681640625,498,0.37994384765625,256,7.998520849834937,196,575,0.438690185546875,0.7476806640625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
230,14720,14783,30146560,531,0.405120849609375,524,0.3997802734375,256,7.998494384521664,89,603,0.460052490234375,0.804901123046875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
231,14784,14847,30277632,533,0.406646728515625,535,0.408172607421875,256,7.998601353265665,118,568,0.433349609375,0.8148193359375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
232,14848,14911,30408704,523,0.399017333984375,460,0.3509521484375,256,7.998593599564723,64,574,0.43792724609375,0.749969482421875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
233,14912,14975,30539776,502,0.38299560546875,499,0.380706787109375,256,7.998482271244611,179,579,0.441741943359375,0.763702392578125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
234,14976,15039,30670848,525,0.400543212890625,472,0.360107421875,256,7.998492260870116,127,580,0.4425048828125,0.760650634765625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
235,15040,15103,30801920,559,0.426483154296875,587,0.447845458984375,256,7.99819927273057,0,587,0.447845458984375,0.87432861328125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
236,15104,15167,30932992,549,0.418853759765625,551,0.420379638671875,256,7.9985459078067045,206,577,0.440216064453125,0.8392333984375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
237,15168,15231,31064064,523,0.399017333984375,586,0.44708251953125,256,7.998605522061614,0,586,0.44708251953125,0.846099853515625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
238,15232,15295,31195136,534,0.40740966796875,596,0.4547119140625,256,7.99861767798064,0,596,0.4547119140625,0.86212158203125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
239,15296,15359,31326208,465,0.354766845703125,534,0.40740966796875,256,7.998375650824623,239,586,0.44708251953125,0.762176513671875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
240,15360,15423,31457280,502,0.38299560546875,536,0.408935546875,256,7.998717747922016,197,595,0.453948974609375,0.79193115234375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
241,15424,15487,31588352,500,0.3814697265625,475,0.362396240234375,256,7.998617802697206,185,580,0.4425048828125,0.743865966796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
242,15488,15551,31719424,553,0.421905517578125,505,0.385284423828125,256,7.9986656746125,198,590,0.45013427734375,0.80718994140625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
243,15552,15615,31850496,492,0.3753662109375,496,0.37841796875,256,7.998563168408325,85,565,0.431060791015625,0.7537841796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
244,15616,15679,31981568,526,0.40130615234375,544,0.4150390625,256,7.9986821105236015,143,576,0.439453125,0.81634521484375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
245,15680,15743,32112640,514,0.39215087890625,481,0.366973876953125,256,7.998689030331428,129,578,0.44097900390625,0.759124755859375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
246,15744,15807,32243712,542,0.41351318359375,571,0.435638427734375,256,7.998664618929449,0,571,0.435638427734375,0.849151611328125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
247,15808,15871,32374784,500,0.3814697265625,579,0.441741943359375,256,7.99855678450384,109,582,0.44403076171875,0.823211669921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
248,15872,15935,32505856,530,0.40435791015625,603,0.460052490234375,256,7.998451172729322,0,603,0.460052490234375,0.864410400390625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
249,15936,15999,32636928,523,0.399017333984375,640,0.48828125,256,7.998419607477644,0,640,0.48828125,0.887298583984375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
250,16000,16063,32768000,549,0.418853759765625,560,0.42724609375,256,7.998325915675616,178,614,0.46844482421875,0.846099853515625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
251,16064,16127,32899072,503,0.383758544921875,589,0.449371337890625,256,7.998526318284265,0,589,0.449371337890625,0.8331298828125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
252,16128,16191,33030144,501,0.382232666015625,538,0.41046142578125,256,7.998445950252416,175,570,0.43487548828125,0.792694091796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
253,16192,16255,33161216,505,0.385284423828125,538,0.41046142578125,256,7.998545997976174,138,568,0.433349609375,0.795745849609375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
254,16256,16319,33292288,544,0.4150390625,534,0.40740966796875,256,7.998547329690356,137,598,0.45623779296875,0.82244873046875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
255,16320,16383,33423360,491,0.374603271484375,593,0.452423095703125,256,7.99857736751697,0,593,0.452423095703125,0.8270263671875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
256,16384,16447,33554432,518,0.39520263671875,564,0.4302978515625,256,7.998519158990192,138,589,0.449371337890625,0.82550048828125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
257,16448,16511,33685504,497,0.379180908203125,615,0.469207763671875,256,7.998545000391646,0,615,0.469207763671875,0.848388671875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
258,16512,16575,33816576,493,0.376129150390625,579,0.441741943359375,256,7.9984876281096975,108,581,0.443267822265625,0.81787109375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
259,16576,16639,33947648,520,0.396728515625,567,0.432586669921875,256,7.998565713974703,250,587,0.447845458984375,0.829315185546875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
260,16640,16703,34078720,551,0.420379638671875,550,0.41961669921875,256,7.998579502478691,46,576,0.439453125,0.839996337890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
261,16704,16767,34209792,512,0.390625,555,0.423431396484375,256,7.998626002437127,160,568,0.433349609375,0.814056396484375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
262,16768,16831,34340864,527,0.402069091796875,540,0.4119873046875,256,7.998509837565032,52,574,0.43792724609375,0.814056396484375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
263,16832,16895,34471936,464,0.35400390625,563,0.429534912109375,256,7.998618741704237,11,575,0.438690185546875,0.783538818359375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
264,16896,16959,34603008,562,0.42877197265625,493,0.376129150390625,256,7.998562815038523,229,598,0.45623779296875,0.804901123046875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
265,16960,17023,34734080,499,0.380706787109375,519,0.395965576171875,256,7.998746882407703,204,592,0.45166015625,0.77667236328125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
266,17024,17087,34865152,516,0.3936767578125,530,0.40435791015625,256,7.998494698647823,232,580,0.4425048828125,0.79803466796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
267,17088,17151,34996224,525,0.400543212890625,606,0.46234130859375,256,7.998528989562079,0,606,0.46234130859375,0.862884521484375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
268,17152,17215,35127296,468,0.3570556640625,547,0.417327880859375,256,7.998452526160356,162,597,0.455474853515625,0.774383544921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
269,17216,17279,35258368,550,0.41961669921875,544,0.4150390625,256,7.998685255306587,93,565,0.431060791015625,0.83465576171875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
270,17280,17343,35389440,480,0.3662109375,566,0.43182373046875,256,7.998612938909067,161,571,0.435638427734375,0.79803466796875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
271,17344,17407,35520512,488,0.372314453125,542,0.41351318359375,256,7.998818413707614,130,566,0.43182373046875,0.78582763671875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
272,17408,17471,35651584,538,0.41046142578125,581,0.443267822265625,256,7.998658899234017,39,587,0.447845458984375,0.853729248046875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
273,17472,17535,35782656,526,0.40130615234375,630,0.48065185546875,256,7.998636852371598,0,630,0.48065185546875,0.8819580078125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
274,17536,17599,35913728,508,0.3875732421875,612,0.4669189453125,256,7.998523791988321,0,612,0.4669189453125,0.8544921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
275,17600,17663,36044800,502,0.38299560546875,585,0.446319580078125,256,7.9984650069858585,0,585,0.446319580078125,0.829315185546875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
276,17664,17727,36175872,489,0.373077392578125,561,0.428009033203125,256,7.998475688488711,220,584,0.445556640625,0.80108642578125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
277,17728,17791,36306944,535,0.408172607421875,551,0.420379638671875,256,7.998705851800419,8,567,0.432586669921875,0.82855224609375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
278,17792,17855,36438016,486,0.37078857421875,574,0.43792724609375,256,7.998558874123551,0,574,0.43792724609375,0.8087158203125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
279,17856,17919,36569088,517,0.394439697265625,533,0.406646728515625,256,7.9986172743170485,35,572,0.4364013671875,0.80108642578125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
280,17920,17983,36700160,547,0.417327880859375,571,0.435638427734375,256,7.998598121476078,250,572,0.4364013671875,0.85296630859375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
281,17984,18047,36831232,515,0.392913818359375,577,0.440216064453125,256,7.9985386315837355,195,581,0.443267822265625,0.8331298828125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
282,18048,18111,36962304,506,0.38604736328125,544,0.4150390625,256,7.998579934151086,188,572,0.4364013671875,0.80108642578125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
283,18112,18175,37093376,497,0.379180908203125,559,0.426483154296875,256,7.998598286034084,205,568,0.433349609375,0.8056640625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
284,18176,18239,37224448,501,0.382232666015625,590,0.45013427734375,256,7.998478735686223,0,590,0.45013427734375,0.832366943359375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
285,18240,18303,37355520,488,0.372314453125,554,0.42266845703125,256,7.998719144324898,230,574,0.43792724609375,0.79498291015625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
286,18304,18367,37486592,510,0.38909912109375,569,0.434112548828125,256,7.9986511474440825,78,579,0.441741943359375,0.823211669921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
287,18368,18431,37617664,518,0.39520263671875,561,0.428009033203125,256,7.998620318932229,192,573,0.437164306640625,0.823211669921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
288,18432,18495,37748736,509,0.388336181640625,528,0.40283203125,256,7.998686987795967,79,576,0.439453125,0.791168212890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
289,18496,18559,37879808,519,0.395965576171875,581,0.443267822265625,256,7.998568055608889,0,581,0.443267822265625,0.8392333984375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
290,18560,18623,38010880,519,0.395965576171875,551,0.420379638671875,256,7.998439486071379,112,569,0.434112548828125,0.81634521484375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
291,18624,18687,38141952,515,0.392913818359375,575,0.438690185546875,256,7.99830478029668,74,617,0.470733642578125,0.83160400390625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
292,18688,18751,38273024,514,0.39215087890625,547,0.417327880859375,256,7.998400758983486,227,571,0.435638427734375,0.809478759765625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
293,18752,18815,38404096,502,0.38299560546875,519,0.395965576171875,256,7.998476164738315,2,581,0.443267822265625,0.778961181640625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
294,18816,18879,38535168,541,0.412750244140625,560,0.42724609375,256,7.9985102995706825,90,583,0.444793701171875,0.839996337890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
295,18880,18943,38666240,492,0.3753662109375,545,0.415802001953125,256,7.998646593326772,64,573,0.437164306640625,0.791168212890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
296,18944,19007,38797312,540,0.4119873046875,516,0.3936767578125,256,7.998569886242121,112,569,0.434112548828125,0.8056640625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
297,19008,19071,38928384,535,0.408172607421875,566,0.43182373046875,256,7.998653009917198,45,572,0.4364013671875,0.839996337890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
298,19072,19135,39059456,480,0.3662109375,553,0.421905517578125,256,7.998550226646583,74,588,0.4486083984375,0.788116455078125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
299,19136,19199,39190528,488,0.372314453125,548,0.4180908203125,256,7.998347329917299,198,585,0.446319580078125,0.7904052734375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
300,19200,19263,39321600,522,0.39825439453125,555,0.423431396484375,256,7.998741606160861,53,564,0.4302978515625,0.821685791015625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
301,19264,19327,39452672,495,0.377655029296875,549,0.418853759765625,256,7.998435323311511,151,585,0.446319580078125,0.7965087890625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
302,19328,19391,39583744,540,0.4119873046875,580,0.4425048828125,256,7.998349587772622,0,580,0.4425048828125,0.8544921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
303,19392,19455,39714816,509,0.388336181640625,567,0.432586669921875,256,7.998699328547884,141,573,0.437164306640625,0.8209228515625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
304,19456,19519,39845888,515,0.392913818359375,564,0.4302978515625,256,7.998501323053451,134,572,0.4364013671875,0.823211669921875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
305,19520,19583,39976960,521,0.397491455078125,586,0.44708251953125,256,7.998438350867046,0,586,0.44708251953125,0.844573974609375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
306,19584,19647,40108032,524,0.3997802734375,565,0.431060791015625,256,7.998685386123761,206,573,0.437164306640625,0.830841064453125,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
307,19648,19711,40239104,523,0.399017333984375,626,0.47760009765625,256,7.9984617423597575,0,626,0.47760009765625,0.876617431640625,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
308,19712,19775,40370176,545,0.415802001953125,570,0.43487548828125,256,7.998547940544149,159,572,0.4364013671875,0.850677490234375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
309,19776,19839,40501248,484,0.3692626953125,587,0.447845458984375,256,7.9986823238036555,0,587,0.447845458984375,0.817108154296875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
310,19840,19903,40632320,468,0.3570556640625,579,0.441741943359375,256,7.998326140708879,254,586,0.44708251953125,0.798797607421875,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
311,19904,19967,40763392,499,0.380706787109375,552,0.421142578125,256,7.998561760394937,103,582,0.44403076171875,0.801849365234375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
312,19968,20031,40894464,514,0.39215087890625,572,0.4364013671875,256,7.998663714798939,167,588,0.4486083984375,0.82855224609375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
313,20032,20095,41025536,534,0.40740966796875,568,0.433349609375,256,7.998547439923287,18,602,0.45928955078125,0.84075927734375,False,False,64,0,0,True,MANY_ABNORMAL_PAGES
